UID,ApplicationDate,Amount,Term,EmploymentType,LoanPurpose,Success
2100672,05/03/2020,3000,24,Employed - full time,Other,1
2102624,05/03/2020,10000,60,Employed - full time,vet bills,0
2105436,05/03/2020,6500,48,Employed - full time,Other,0
2105873,05/03/2020,18000,36,Employed - full time,Other,0
2108643,05/03/2020,6500,48,Employed - full time,training,0
2111353,05/03/2020,1000,12,Employed - full time,New born baby,0
2115681,05/03/2020,6000,30,Employed - full time,Driving test,0
2119253,06/03/2020,1000,18,Employed - full time,Wife's visa,0
2119647,06/03/2020,500,12,Employed - full time,Cat,0
2120262,06/03/2020,1000,24,Employed - full time,Other,0
2120494,06/03/2020,13000,48,Employed - full time,Others,0
2123771,06/03/2020,5000,36,Employed - part time,Other,0
2129874,06/03/2020,1500,36,Employed - full time,clearing previous debts,1
2132687,06/03/2020,6500,48,Employed - full time,garden,0
2133683,06/03/2020,6000,60,Employed - full time,Emergency expense,1
2138815,06/03/2020,6500,48,Employed - full time,Hospital Treatment,0
2139444,06/03/2020,6500,48,Employed - part time,personal project,0
2141923,06/03/2020,3000,60,Employed - full time,Boiler,0
2143029,06/03/2020,6500,48,Self employed,Unexpected situation,0
2144652,06/03/2020,6500,48,Employed - full time,short term cash loan,0
2145406,06/03/2020,6500,48,Employed - full time,Hospital unexpected costs,0
2145831,06/03/2020,6500,48,Employed - full time,vets bills,0
2148225,07/03/2020,6500,48,Employed - full time,New carpet,1
2148271,07/03/2020,2500,24,Employed - full time,emergency,0
2150408,07/03/2020,3000,60,Employed - full time,Vet bills,0
2151667,07/03/2020,1000,24,Employed - full time,Home improvement and vets bill,0
2153281,07/03/2020,10000,60,Employed - part time,Other,0
2154406,07/03/2020,6500,48,Employed - full time,Other,0
2155546,07/03/2020,12000,48,Employed - full time,Household good,0
2157061,07/03/2020,15000,60,Employed - full time,Medical Bill,0
2157638,07/03/2020,15000,36,Self employed,Other,0
2160427,07/03/2020,3000,60,Employed - full time,Other,0
2162443,07/03/2020,15000,60,Employed - full time,finance,0
2165274,07/03/2020,6500,48,Employed - full time,gas and electricity bill,0
2168001,07/03/2020,1000,12,Employed - full time,Living,0
2169565,08/03/2020,2000,24,Self employed,House stuff holidays,0
2169686,08/03/2020,5000,24,Employed - full time,Furniture,0
2169840,08/03/2020,5000,24,Employed - full time,Furniture,0
2169909,08/03/2020,1000,12,Self employed,debt cons. new car,1
2170341,08/03/2020,10000,54,Employed - full time,Buy Property,0
2171920,08/03/2020,6500,48,Employed - full time,"Security licence, home improvement",0
2172098,08/03/2020,6500,48,Employed - full time,Furnashing,0
2176981,08/03/2020,500,12,Self employed,Banks,0
2177274,08/03/2020,5000,60,Employed - full time,Personal loan,0
2178126,08/03/2020,6500,48,Employed - full time,Other,1
2182634,08/03/2020,6500,48,Employed - full time,One off item,1
2183100,08/03/2020,2000,24,Employed - part time,holiday and credit card,0
2183212,08/03/2020,10000,60,Employed - full time,Other,0
2189148,08/03/2020,6500,48,Employed - full time,improvements,0
2189178,08/03/2020,1000,12,Employed - full time,Other,0
2191033,09/03/2020,2500,48,Employed - full time,Learning to drive,0
2192079,09/03/2020,19000,60,Employed - full time,Personal Loan,0
2193415,09/03/2020,2000,12,Employed - full time,Improvements needed,1
2193431,09/03/2020,3000,36,Employed - full time,Getting. Married,0
2194152,09/03/2020,2000,12,Employed - part time,personal purpose,0
2196825,09/03/2020,15000,60,Employed - full time,Uni,0
2203750,09/03/2020,6500,48,Employed - full time,Vacation,0
2203764,09/03/2020,7500,24,Employed - full time,other,0
2208967,09/03/2020,2000,24,Employed - full time,ELECTRONIC,0
2209390,09/03/2020,7500,48,Self employed,"Laptop, to etc",0
2210367,09/03/2020,6500,48,Employed - full time,Purchasing new home,0
2212286,09/03/2020,10000,60,Employed - full time,Vets Bills,0
2212452,09/03/2020,15000,60,Employed - full time,treating my dying mom,0
2215230,09/03/2020,6500,48,Self employed,unexpected expenses,0
2216538,09/03/2020,5000,48,Employed - full time,Short term cash,0
2216952,09/03/2020,6500,48,Employed - full time,Other,0
2219684,09/03/2020,8000,60,Employed - full time,Furniture,0
2221296,10/03/2020,3000,12,Self employed,rent,0
2222610,10/03/2020,500,12,Employed - full time,Other,0
2225307,10/03/2020,10000,36,Employed - full time,a new tv,0
2227021,10/03/2020,10000,60,Employed - full time,Other,0
2228580,10/03/2020,12000,60,Employed - full time,Work,0
2232304,10/03/2020,1000,12,Employed - full time,Other,0
2232520,10/03/2020,15000,60,Employed - full time,Living,0
2234646,10/03/2020,500,24,Employed - full time,Vets bills,0
2239584,10/03/2020,1800,18,Employed - full time,Loan,0
2243810,10/03/2020,6500,48,Employed - full time,furniture,1
2244137,10/03/2020,2000,24,Employed - full time,subsidence,0
2246158,10/03/2020,4000,36,Employed - full time,To buy a wheelchair,0
2249949,10/03/2020,15000,60,Employed - full time,Driving,0
2250965,11/03/2020,15000,30,Employed - full time,Other,0
2252879,11/03/2020,14000,36,Employed - full time,property deposit,0
2253686,11/03/2020,6500,48,Employed - full time,To better my credit score,0
2256712,11/03/2020,10000,60,Employed - full time,bicycle,0
2258175,11/03/2020,3000,24,Employed - full time,Engagement ring,1
2260054,11/03/2020,17200,36,Employed - part time,Household Goods,0
2265774,11/03/2020,6500,48,Employed - full time,House hold,0
2266410,11/03/2020,5000,24,Employed - full time,Balance transfer,0
2270701,11/03/2020,2000,30,Employed - full time,Investment,0
2274942,11/03/2020,20000,60,Employed - full time,Expensive,0
2275312,11/03/2020,3000,24,Employed - full time,Household,0
2275375,11/03/2020,5000,36,Employed - full time,extra income,0
2284981,11/03/2020,6500,48,Employed - full time,Other,0
2288010,12/03/2020,1500,60,Retired,Other,0
2289569,12/03/2020,6500,48,Employed - full time,Loan,1
2291436,12/03/2020,6000,60,Employed - full time,unexpected hosue expense,0
2292877,12/03/2020,10000,60,Self employed,Second Property,0
2295299,12/03/2020,3197,48,Self employed,personal loan,0
2296343,12/03/2020,1000,18,Employed - full time,Vet's bill,0
2297328,12/03/2020,4000,30,Employed - full time,New windows,0
2303399,12/03/2020,1000,36,Self employed,Other,0
2304534,12/03/2020,2000,36,Employed - part time,Other,0
2305440,12/03/2020,1000,12,Employed - full time,Repairs,0
2308342,12/03/2020,500,12,Employed - full time,Transport,0
2308563,12/03/2020,1000,24,Employed - full time,Short term cash,0
2309890,12/03/2020,12000,60,Self employed,paying for citizenship for my wife,0
2312663,12/03/2020,10000,36,Self employed,Furniture,0
2313063,13/03/2020,2000,12,Employed - full time,Masters,1
2314531,13/03/2020,4000,36,Employed - full time,Get own property,0
2316085,13/03/2020,500,12,Employed - full time,Medical Treatment,0
2317301,13/03/2020,10000,60,Employed - full time,Other,0
2317749,13/03/2020,4000,24,Employed - full time,Funeral and to pay other debts,0
2320678,13/03/2020,9000,60,Employed - full time,Gift,0
2321480,13/03/2020,3000,30,Employed - full time,dental treatment,0
2324086,13/03/2020,6500,48,Self employed,dental treatment,0
2326140,13/03/2020,16000,60,Employed - full time,Pay off catalog and holiday,0
2326586,13/03/2020,5000,12,Self employed,Vets bills,0
2328192,13/03/2020,3000,18,Employed - part time,Improvements,0
2329280,13/03/2020,2000,54,Employed - full time,Short term cash,0
2329335,13/03/2020,4000,48,Employed - full time,Vet,0
2330399,13/03/2020,4000,48,Employed - full time,boat to live on,0
2330712,13/03/2020,4000,48,Employed - full time,furniture,0
2331158,13/03/2020,4000,48,Employed - full time,buying  van for my own business,0
2335875,13/03/2020,4000,48,Employed - full time,Other,0
2336857,13/03/2020,4000,48,Employed - full time,Other,0
2336878,13/03/2020,4000,48,Employed - full time,Other,0
2338542,13/03/2020,4000,48,Employed - full time,Other,1
2339739,13/03/2020,4000,48,Employed - full time,Vet's bills,0
2340608,13/03/2020,4000,48,Employed - full time,Engagement Ring,0
2340617,13/03/2020,4000,48,Employed - full time,credit building,0
2340804,13/03/2020,4000,48,Employed - full time,Other,0
2342576,13/03/2020,4000,48,Employed - full time,Other,0
2342863,13/03/2020,4000,48,Employed - full time,IVF,0
2342911,13/03/2020,1500,24,Employed - full time,Other,0
2344109,13/03/2020,6500,48,Employed - full time,furniture,0
2344241,13/03/2020,4000,48,Employed - full time,Boiler,0
2344686,13/03/2020,4000,48,Employed - full time,Windows,0
2345199,13/03/2020,4000,48,Employed - full time,holiday/consoladate bills,0
2347466,13/03/2020,4000,48,Employed - full time,Improvements,0
2348876,13/03/2020,4000,48,Employed - full time,Personal loan,0
2349057,13/03/2020,4000,48,Employed - full time,Medical bill,1
2349287,13/03/2020,5000,60,Employed - full time,Holiday/Consolidation,0
2354083,14/03/2020,7000,60,Employed - full time,Music production equipment,1
2356028,14/03/2020,4000,48,Employed - full time,Eye surgery,1
2356574,14/03/2020,15000,54,Employed - full time,Baby,0
2356801,14/03/2020,4000,48,Employed - part time,Home renefacion,0
2357390,14/03/2020,4000,48,Employed - part time,vets bills,0
2359491,14/03/2020,4000,48,Employed - full time,treatment,0
2360984,14/03/2020,4000,48,Employed - full time,home improvement purchases,0
2362508,14/03/2020,1000,12,Employed - full time,emergency expense,0
2362780,14/03/2020,5000,48,Employed - full time,other,0
2363530,14/03/2020,10000,60,Employed - full time,Bireysel kredi,0
2363807,14/03/2020,2000,24,Employed - full time,Purchase,0
2366627,14/03/2020,4000,48,Employed - full time,rent,0
2366771,14/03/2020,4000,48,Employed - full time,Others,0
2366836,14/03/2020,2000,24,Employed - full time,medical exspenses,0
2366913,14/03/2020,4000,48,Self employed,shopping,0
2368365,14/03/2020,4000,48,Retired,Shoping,0
2368650,14/03/2020,4000,48,Self employed,To cover  payment,0
2369180,14/03/2020,3000,48,Employed - part time,Other,1
2373074,14/03/2020,4000,48,Employed - full time,rend studio flat,1
2376525,14/03/2020,20000,36,Employed - full time,Bike,0
2377341,14/03/2020,4000,48,Self employed,Emergency,0
2377486,14/03/2020,1000,12,Employed - full time,Car/ wedding,0
2378928,14/03/2020,6500,48,Employed - full time,Purchase,0
2379072,14/03/2020,4000,48,Employed - full time,Household,0
2381759,14/03/2020,4000,48,Employed - full time,Tv,0
2383354,14/03/2020,4000,48,Self employed,Night school,0
2383435,14/03/2020,4000,48,Employed - full time,emergency,0
2383452,14/03/2020,4000,48,Employed - full time,Furniture,0
2383691,14/03/2020,4000,48,Employed - full time,Vet bill,0
2384106,14/03/2020,4000,48,Employed - full time,7713434038,0
2384224,14/03/2020,4000,48,Employed - full time,managing debt,0
2384429,14/03/2020,4000,48,Employed - full time,Admin fees and bond for new home,0
2386984,14/03/2020,4000,48,Employed - full time,House hold goods,0
2388434,14/03/2020,4000,48,Employed - full time,House hold goods,0
2388716,14/03/2020,4000,48,Employed - full time,Balance transfer,0
2389722,14/03/2020,4000,48,Employed - full time,Vet bill,0
2390656,14/03/2020,4000,48,Employed - full time,Engagement,0
2391841,14/03/2020,4000,48,Employed - full time,new sofa and house decoration,0
2392865,14/03/2020,1000,12,Self employed,Operation for my son,0
2393159,14/03/2020,4000,48,Employed - full time,Dentist,0
2393499,14/03/2020,4000,48,Employed - full time,to get back to work,0
2394251,14/03/2020,4000,48,Employed - full time,REPAIR,0
2396998,14/03/2020,4000,48,Employed - full time,Household,0
2397036,14/03/2020,4000,48,Employed - full time,unexpected expenses,0
2397651,14/03/2020,15000,36,Employed - full time,Other,0
2399826,14/03/2020,10000,30,Employed - full time,Baby,0
2402824,14/03/2020,17000,60,Employed - full time,repair,0
2403167,15/03/2020,4000,48,Employed - full time,Furniture,0
2403537,15/03/2020,4000,48,Employed - full time,engagement,1
2403863,15/03/2020,4000,48,Employed - full time,Other,0
2404512,15/03/2020,4000,48,Employed - full time,Married,0
2404549,15/03/2020,4000,48,Employed - full time,Household goods,0
2405248,15/03/2020,4000,48,Employed - full time,Solicitor fees child custody,0
2406014,15/03/2020,4000,48,Employed - full time,furniture,0
2406087,15/03/2020,4000,48,Employed - full time,My son weding,0
2408557,15/03/2020,4000,48,Employed - full time,flat,0
2408975,15/03/2020,4000,48,Employed - full time,sudent,0
2409044,15/03/2020,4000,48,Employed - full time,Car and wedding,0
2409419,15/03/2020,4000,48,Employed - part time,living costs,0
2409478,15/03/2020,4000,48,Employed - part time,personal loan,0
2410560,15/03/2020,4000,48,Employed - full time,INNY,0
2412468,15/03/2020,4000,48,Employed - full time,Baby,0
2412958,15/03/2020,4000,48,Employed - full time,Operation,0
2413513,15/03/2020,4000,48,Retired,Household goodd,0
2414269,15/03/2020,4000,48,Self employed,remont,0
2414672,15/03/2020,4000,48,Employed - full time,Vet bill,1
2414846,15/03/2020,4000,48,Self employed,Mortgage,0
2415048,15/03/2020,4000,48,Employed - full time,furniture,0
2419903,15/03/2020,6500,48,Self employed,rachunki,0
2420887,15/03/2020,6500,48,Employed - full time,Vet bill,0
2421896,15/03/2020,12000,60,Employed - full time,personnal inprovement,1
2423760,15/03/2020,4000,48,Employed - full time,Bill and hollidays,0
2425133,15/03/2020,4000,48,Employed - full time,furniture,0
2425451,15/03/2020,4000,48,Employed - full time,Electical appliance,0
2425842,15/03/2020,4000,48,Employed - full time,household items,0
2427334,15/03/2020,4000,48,Employed - full time,Consolidate debt & holiday,0
2429859,15/03/2020,4000,48,Employed - full time,ROOF IMPROVEMENT,0
2431003,15/03/2020,4000,48,Employed - full time,Car and holiday,0
2432015,15/03/2020,4000,48,Employed - full time,Home & driving lessons & study &,1
2434377,15/03/2020,4000,48,Employed - full time,"Clear bills, house renovations",0
2434424,15/03/2020,4000,48,Employed - full time,Driving,0
2437056,15/03/2020,4000,48,Employed - part time,Dentist,0
2437781,15/03/2020,4000,48,Employed - full time,Food & Appliances,0
2437868,15/03/2020,4000,48,Employed - full time,Other,0
2441734,15/03/2020,4000,48,Employed - full time,Maintenance,0
2441965,15/03/2020,4000,48,Employed - full time,One off payment,0
2445785,15/03/2020,4000,48,Employed - full time,New bed,0
2446317,15/03/2020,4000,48,Employed - part time,Pay off some bills,0
2452327,15/03/2020,4000,48,Employed - full time,"Clear bills, free up money",0
2452363,15/03/2020,4000,48,Employed - full time,carpets /household goods,1
2453964,15/03/2020,4000,48,Self employed,horsebox,0
2454594,15/03/2020,4000,48,Employed - full time,Boiler Repair,1
2456718,15/03/2020,4000,48,Employed - full time,Medical bill,0
2458422,15/03/2020,6500,48,Employed - full time,stomatolog,0
2459011,15/03/2020,4000,48,Employed - full time,Medical reasons,0
2459478,15/03/2020,4000,48,Employed - full time,Moving all high apr debts into one.,0
2460770,15/03/2020,4000,48,Self employed,Unexpected expense,0
2460859,15/03/2020,4000,48,Employed - full time,Rent,0
2464055,15/03/2020,4000,48,Employed - full time,other,1
2468808,15/03/2020,4000,48,Employed - full time,Other,0
2469349,15/03/2020,4000,48,Employed - full time,Furniture,0
2469848,16/03/2020,4000,48,Employed - full time,Funeral and home improvements,0
2472165,16/03/2020,4000,48,Employed - full time,personal medical problems,0
2472810,16/03/2020,4000,48,Employed - full time,Other,0
2475250,16/03/2020,4000,48,Employed - full time,Honeymoon,0
2475886,16/03/2020,4000,48,Employed - full time,"Work investment, self employment",0
2476538,16/03/2020,4000,48,Employed - full time,credit card and holiday,1
2477614,16/03/2020,4000,48,Self employed,Cosmetic surgery,0
2480352,16/03/2020,4000,48,Employed - full time,Building work,0
2480649,16/03/2020,4000,48,Employed - part time,Other,0
2480772,16/03/2020,4000,48,Employed - full time,vet,0
2481322,16/03/2020,4000,48,Self employed,Puppy,0
2482996,16/03/2020,20000,36,Self employed,Home Repair Work,0
2486012,16/03/2020,4000,48,Employed - full time,furnishings,0
2487480,16/03/2020,4000,48,Employed - full time,Help till paid,0
2491503,16/03/2020,4000,48,Employed - full time,Exams,0
2491763,16/03/2020,4000,48,Retired,To pay off two Visa cards,0
2492353,16/03/2020,4000,48,Employed - full time,basic home goods,1
2492382,16/03/2020,4000,48,Employed - full time,Shopping,0
2494838,16/03/2020,20000,36,Employed - full time,other,0
2496341,16/03/2020,4000,48,Employed - full time,furniture,0
2498847,16/03/2020,4000,48,Employed - full time,Getting married,0
2499408,16/03/2020,4000,48,Employed - full time,"Holiday, New Bedroom funiture",1
2500886,16/03/2020,4000,48,Employed - full time,Medical bill,0
2501299,16/03/2020,4000,48,Employed - full time,Car and holiday,0
2501795,16/03/2020,15000,60,Self employed,cat,0
2502240,16/03/2020,4000,36,Self employed,unexpected expense,0
2502415,16/03/2020,1000,60,Employed - full time,Personal expenses,0
2502680,16/03/2020,4000,48,Employed - full time,Cheaper than current loan,0
2504539,16/03/2020,20000,48,Self employed,Unexpected emergency,0
2506752,16/03/2020,4000,48,Self employed,Pet Fees,1
2506900,16/03/2020,6500,48,Self employed,Vet Bill,0
2507571,16/03/2020,3250,24,Employed - full time,Car and house utilities,0
2515175,16/03/2020,10000,60,Employed - full time,other,0
2516225,16/03/2020,10000,60,Self employed,Tools for work,0
2519020,17/03/2020,1000,24,Employed - full time,Cards,0
2523041,17/03/2020,20000,60,Employed - full time,Repairs,0
2525883,17/03/2020,18000,60,Employed - full time,Bike,0
2526372,17/03/2020,2000,12,Employed - full time,Travel,0
2526471,17/03/2020,2000,24,Employed - full time,Unexpected emergency,0
2532127,17/03/2020,16000,60,Employed - full time,Car and Consolidation,0
2538682,17/03/2020,4000,36,Employed - full time,Driving test,0
2541786,17/03/2020,6000,60,Employed - full time,Personal loan,1
2542247,17/03/2020,18000,48,Self employed,Emergency expense,0
2542936,18/03/2020,1000,24,Employed - full time,Furniture,0
2543308,18/03/2020,15000,60,Employed - full time,Diy,0
2544748,18/03/2020,2000,24,Employed - full time,Family needs,0
2545775,18/03/2020,20000,60,Employed - full time,short term loan,0
2547058,18/03/2020,1000,24,Employed - full time,Purchase,0
2555136,18/03/2020,2000,18,Employed - full time,Medical,0
2556749,18/03/2020,6500,48,Employed - full time,Repairs and improvements,0
2558394,18/03/2020,10000,60,Employed - full time,Appliance repair,0
2559974,18/03/2020,10000,60,Employed - full time,Breast enlargement,0
2560269,18/03/2020,20000,60,Employed - full time,New sofa,0
2560700,18/03/2020,6500,48,Employed - full time,wakacje,0
2562410,18/03/2020,6500,48,Employed - full time,clothing,0
2562899,18/03/2020,3800,12,Employed - full time,Others,0
2564785,19/03/2020,5000,12,Employed - full time,bills and home improvements,0
2566105,19/03/2020,6500,48,Employed - full time,Other,0
2566122,19/03/2020,6500,48,Employed - full time,Vets bills,0
2569041,19/03/2020,2000,24,Employed - full time,Furniture,0
2571527,19/03/2020,10000,60,Employed - full time,Payment of Income Tax,0
2573958,19/03/2020,15000,24,Employed - full time,refurbish home,0
2574938,19/03/2020,1000,12,Self employed,other,0
2575289,19/03/2020,6500,48,Employed - full time,To pay HMRC,0
2576318,19/03/2020,1000,12,Employed - full time,Other,0
2580161,19/03/2020,20000,60,Employed - full time,buinness cash flow,0
2585357,19/03/2020,3000,24,Employed - full time,flights,0
2585776,19/03/2020,3000,12,Employed - full time,Vet's bills,0
2587540,20/03/2020,500,24,Employed - full time,Relocation,0
2589286,20/03/2020,3000,48,Employed - full time,Other,0
2589882,20/03/2020,10000,60,Employed - full time,watch,0
2590380,20/03/2020,2000,24,Employed - part time,pay argos card,0
2591115,20/03/2020,1000,24,Employed - full time,Moped,0
2594552,20/03/2020,10000,60,Employed - full time,Furniture,0
2597120,20/03/2020,6500,48,Employed - full time,Short Term Loan,0
2597951,20/03/2020,6500,48,Employed - full time,Short Term Loan,0
2604184,20/03/2020,6500,48,Employed - full time,Short Term Loan,0
2605781,20/03/2020,1800,12,Employed - full time,Other,0
2606889,21/03/2020,6500,48,Employed - full time,Short Term Loan,0
2607248,21/03/2020,3000,60,Employed - full time,Comical tax,0
2610623,21/03/2020,2500,48,Employed - full time,Short Term Loan,0
2613365,21/03/2020,1500,12,Employed - full time,Short Term Loan,0
2614555,21/03/2020,11000,36,Employed - full time,Short Term Loan,0
2615707,21/03/2020,8000,60,Employed - full time,HOME EXPENDITURE,1
2616731,21/03/2020,10000,36,Employed - full time,Short Term Loan,0
2618786,21/03/2020,6500,48,Employed - full time,Short Term Loan,0
2620976,21/03/2020,5000,48,Employed - full time,Short Term Loan,0
2624519,22/03/2020,10000,60,Employed - full time,Short Term Loan,0
2626026,22/03/2020,6500,48,Employed - full time,Short Term Loan,0
2628337,22/03/2020,1000,18,Employed - full time,Short Term Loan,0
2628609,22/03/2020,10000,36,Employed - full time,perspnal,0
2628794,22/03/2020,1000,12,Employed - full time,Short Term Loan,0
2630489,22/03/2020,17000,36,Employed - full time,Short Term Loan,0
2632980,22/03/2020,1000,12,Employed - part time,Short Term Loan,0
2636090,22/03/2020,20000,48,Employed - full time,Short Term Loan,0
2637485,23/03/2020,10000,60,Employed - full time,Short Term Loan,0
2638333,23/03/2020,6500,48,Employed - full time,Transport,0
2639289,23/03/2020,6500,48,Employed - full time,Short Term Loan,0
2643191,23/03/2020,2000,18,Employed - full time,Short Term Loan,0
2645367,23/03/2020,1000,24,Employed - full time,Other,0
2645647,23/03/2020,500,12,Employed - full time,Short Term Loan,0
2647556,23/03/2020,1500,36,Employed - full time,Short Term Loan,0
2648472,23/03/2020,10000,48,Employed - full time,Short Term Loan,0
2649604,23/03/2020,12500,60,Employed - full time,Short Term Loan,0
2651036,23/03/2020,8500,48,Employed - full time,Short Term Loan,0
2652852,24/03/2020,1000,12,Employed - full time,One off payment,0
2657961,24/03/2020,8000,36,Employed - part time,Short Term Loan,0
2661322,24/03/2020,500,24,Employed - full time,Short Term Loan,0
2669274,25/03/2020,12000,60,Employed - full time,Short Term Loan,0
2670627,25/03/2020,3000,36,Employed - full time,Short Term Loan,1
2673599,25/03/2020,4000,54,Employed - full time,Cooker and bed,1
2674079,25/03/2020,2000,60,Employed - full time,Short Term Loan,0
2676108,25/03/2020,15000,60,Employed - full time,Short Term Loan,1
2678235,25/03/2020,10000,60,Employed - full time,Short Term Loan,1
2685181,26/03/2020,12000,36,Employed - full time,Short Term Loan,0
2692168,26/03/2020,2000,36,Employed - full time,Short Term Loan,0
2692962,26/03/2020,6500,48,Employed - full time,Short Term Loan,1
2695947,26/03/2020,5000,60,Employed - full time,Short Term Loan,0
2697518,26/03/2020,6500,48,Employed - full time,Short Term Loan,0
2697632,26/03/2020,5000,24,Employed - full time,Short Term Loan,0
2704884,27/03/2020,5000,36,Employed - full time,Short Term Loan,0
2709119,27/03/2020,6500,48,Employed - full time,Short Term Loan,0
2709137,27/03/2020,5000,36,Employed - full time,Short Term Loan,0
2710513,27/03/2020,3000,36,Employed - full time,Short Term Loan,0
2711898,27/03/2020,5000,60,Employed - full time,Short Term Loan,0
2715341,27/03/2020,5000,48,Employed - full time,Short Term Loan,0
2719111,28/03/2020,15000,60,Employed - full time,Short Term Loan,0
2722173,28/03/2020,1000,36,Employed - part time,Short Term Loan,1
2722409,28/03/2020,3500,24,Employed - part time,Short Term Loan,0
2723255,28/03/2020,10000,18,Employed - full time,Short Term Loan,0
2725765,28/03/2020,15000,48,Employed - full time,Misc,0
2729248,28/03/2020,1000,12,Employed - full time,Short Term Loan,0
2729391,28/03/2020,13000,48,Employed - full time,Short Term Loan,0
2733384,29/03/2020,3500,24,Employed - full time,Short Term Loan,0
2735438,29/03/2020,13000,60,Employed - full time,Short Term Loan,0
2735849,29/03/2020,10000,60,Employed - full time,Chaild care,0
2736938,29/03/2020,7000,36,Employed - full time,Short Term Loan,0
2738607,29/03/2020,7500,36,Employed - part time,Short Term Loan,0
2738670,29/03/2020,2000,60,Employed - full time,Short Term Loan,0
2738856,29/03/2020,6500,48,Employed - full time,Short Term Loan,1
2742385,29/03/2020,15000,24,Employed - full time,Short Term Loan,0
2743169,29/03/2020,6500,48,Employed - full time,Short Term Loan,0
2744996,29/03/2020,20000,60,Employed - full time,Short Term Loan,0
2745607,29/03/2020,6500,48,Employed - part time,Short Term Loan,0
2750035,30/03/2020,6000,60,Employed - full time,Short Term Loan,0
2753423,30/03/2020,20000,60,Employed - full time,Short Term Loan,0
2754326,30/03/2020,8000,36,Employed - full time,Short Term Loan,0
2755502,30/03/2020,1000,12,Employed - full time,To get car fixed,0
2759531,30/03/2020,2000,12,Employed - full time,Short Term Loan,0
2761208,30/03/2020,3500,24,Employed - full time,Short Term Loan,0
2761458,30/03/2020,5000,24,Employed - full time,Carpet,0
2761853,30/03/2020,9800,36,Employed - full time,Investment,0
2764744,30/03/2020,6000,24,Employed - full time,Other,0
2766763,31/03/2020,10000,60,Employed - full time,Other,0
2767600,31/03/2020,2500,24,Employed - full time,Pedigree dog,0
2769243,31/03/2020,800,12,Employed - full time,Other,0
2772307,31/03/2020,10000,60,Employed - full time,To furnish a new home,0
2773455,31/03/2020,500,12,Employed - full time,Need money,0
2776293,31/03/2020,15000,48,Employed - full time,renovating,1
2776349,31/03/2020,20000,24,Employed - full time,other,0
2779295,31/03/2020,7500,48,Employed - full time,School fees,0
2780389,31/03/2020,6500,48,Employed - full time,Vets bills,0
2781831,31/03/2020,20000,60,Employed - full time,vet surgery,0
2782276,31/03/2020,15000,48,Employed - full time,electronics,0
2784659,01/04/2020,6000,24,Employed - full time,House hold,0
2785064,01/04/2020,5000,60,Employed - full time,crash course driving and car,0
2789392,01/04/2020,5000,60,Employed - full time,bike loan,0
2789656,01/04/2020,5000,60,Employed - full time,Other,0
2790836,01/04/2020,2000,36,Employed - full time,home enstentials,0
2795911,01/04/2020,1000,12,Employed - full time,Various bills,0
2798482,01/04/2020,12000,60,Employed - full time,Travel,0
2798826,01/04/2020,6500,48,Employed - full time,Loan horse,0
2799626,01/04/2020,2000,36,Employed - full time,Electronics,0
2800631,01/04/2020,5000,36,Employed - full time,boiler,0
2802983,01/04/2020,5000,48,Employed - full time,Byt,0
2803296,01/04/2020,10000,60,Employed - full time,Motobike purchase,0
2803521,01/04/2020,10000,60,Employed - full time,Unexpected expense,0
2803682,01/04/2020,6500,48,Employed - full time,Holiday/Consolidation,0
2803826,01/04/2020,8000,12,Employed - full time,Household,0
2803981,01/04/2020,5000,48,Employed - full time,camera gear,0
2805834,02/04/2020,7000,60,Employed - full time,new teeth,0
2806617,02/04/2020,10000,36,Employed - full time,Furniture,1
2806673,02/04/2020,2500,18,Employed - full time,Vet bill,0
2806685,02/04/2020,15000,60,Employed - part time,Other,0
2809290,02/04/2020,500,18,Employed - full time,Daughter birthday,0
2813540,02/04/2020,10000,60,Employed - full time,Nevoi personale,0
2819333,02/04/2020,10500,60,Employed - full time,vets ll,0
2819469,02/04/2020,3000,36,Employed - part time,Other,0
2821267,02/04/2020,5000,24,Employed - full time,computer for freelancing,0
2821740,02/04/2020,2500,60,Employed - full time,Valeting van,0
2821895,02/04/2020,6000,60,Employed - full time,Other,0
2823284,02/04/2020,20000,48,Employed - full time,Other,0
2823607,02/04/2020,9500,60,Employed - full time,electronics,0
2824130,02/04/2020,4000,36,Employed - full time,other,0
2827700,02/04/2020,6500,48,Employed - full time,Higher Education fees,0
2830619,03/04/2020,600,12,Employed - full time,Sofa,0
2830760,03/04/2020,5000,12,Employed - full time,buy a new horse lorry,0
2833444,03/04/2020,1000,12,Employed - full time,household equi[ment,0
2833627,03/04/2020,10000,54,Employed - full time,Furniture,0
2841959,03/04/2020,5000,48,Employed - full time,Household appliances,0
2842343,03/04/2020,6000,36,Employed - full time,Vet bill,0
2843547,03/04/2020,3000,36,Employed - full time,Other,0
2845940,03/04/2020,5000,60,Employed - full time,consolidation and  holiday,0
2849553,03/04/2020,6000,36,Employed - full time,Other,0
2852376,03/04/2020,6000,48,Employed - full time,Household items,0
2853770,03/04/2020,10000,60,Employed - full time,Visa bills and home,0
2858649,04/04/2020,4000,60,Employed - part time,Vet bills,0
2859271,04/04/2020,10000,60,Employed - full time,Vacation,0
2860705,04/04/2020,4000,36,Employed - full time,Nursery fees,0
2862238,04/04/2020,1000,12,Employed - full time,unattractive credit card repayment,0
2863568,04/04/2020,10000,54,Employed - full time,Very account,0
